Año,Trimestre,Provincia,Tecnología,value
2017,4,Chaco,Cablemodem,39690.0
2017,4,Chubut,Cablemodem,15097.0
2017,4,Córdoba,Cablemodem,324709.0
2017,4,Corrientes,Cablemodem,34722.0
2017,4,Entre Ríos,Cablemodem,73692.0
2017,4,Formosa,Cablemodem,6973.0
2017,4,Jujuy,Cablemodem,9626.0
2017,4,La Pampa,Cablemodem,50495.0
2017,4,La Rioja,Cablemodem,34984.0
2017,4,Mendoza,Cablemodem,16114.0
2017,4,Misiones,Cablemodem,47470.0
2017,4,Neuquén,Cablemodem,54119.0
2017,4,Río Negro,Cablemodem,30451.0
2017,4,Salta,Cablemodem,50446.0
2017,4,San Juan,Cablemodem,451.0
2017,4,San Luis,Cablemodem,1119.0
2017,4,Santa Cruz,Cablemodem,1668.0
2017,4,Santa Fe,Cablemodem,293831.0
2017,4,Santiago Del Estero,Cablemodem,40407.0
2017,4,Tierra Del Fuego,Cablemodem,6906.0
2017,4,Tucumán,Cablemodem,5223.0
2017,3,Buenos Aires,Cablemodem,1571180.0
2017,3,Capital Federal,Cablemodem,941092.0
2017,3,Catamarca,Cablemodem,4411.0
2017,3,Chaco,Cablemodem,37307.0
2017,3,Chubut,Cablemodem,5645.0
2017,3,Córdoba,Cablemodem,319360.0
2017,3,Corrientes,Cablemodem,33993.0
2017,3,Entre Ríos,Cablemodem,69596.0
2017,3,Formosa,Cablemodem,6816.0
2017,3,Jujuy,Cablemodem,9395.0
2017,3,La Pampa,Cablemodem,49679.0
2017,3,La Rioja,Cablemodem,34984.0
2017,3,Mendoza,Cablemodem,33788.0
2017,3,Misiones,Cablemodem,43880.0
2017,3,Neuquén,Cablemodem,52468.0
2017,3,Río Negro,Cablemodem,30018.0
2017,3,Salta,Cablemodem,50284.0
2017,3,San Juan,Cablemodem,5068.0
2017,3,San Luis,Cablemodem,7576.0
2017,3,Santa Cruz,Cablemodem,5487.0
2017,3,Santa Fe,Cablemodem,290655.0
2017,3,Santiago Del Estero,Cablemodem,54096.0
2017,3,Tierra Del Fuego,Cablemodem,7012.0
2017,3,Tucumán,Cablemodem,6431.0
2017,2,Buenos Aires,Cablemodem,1535037.0
2017,2,Capital Federal,Cablemodem,932466.0
2017,2,Catamarca,Cablemodem,255.0
2017,2,Chaco,Cablemodem,35613.0
2017,2,Chubut,Cablemodem,1067.0
2017,2,Córdoba,Cablemodem,303488.0
2017,2,Corrientes,Cablemodem,33192.0
2017,2,Entre Ríos,Cablemodem,67650.0
2017,2,Formosa,Cablemodem,6410.0
2017,2,Jujuy,Cablemodem,8858.0
2017,2,La Pampa,Cablemodem,48310.0
2017,2,La Rioja,Cablemodem,0.0
2017,2,Mendoza,Cablemodem,13030.0
2017,2,Misiones,Cablemodem,42925.0
2017,2,Neuquén,Cablemodem,50283.0
2017,2,Río Negro,Cablemodem,29147.0
2017,2,Salta,Cablemodem,27280.0
2017,2,San Juan,Cablemodem,451.0
2017,2,San Luis,Cablemodem,1120.0
2017,2,Santa Cruz,Cablemodem,2722.0
2017,2,Santa Fe,Cablemodem,228102.0
2017,2,Santiago Del Estero,Cablemodem,3900.0
2017,2,Tierra Del Fuego,Cablemodem,6905.0
2017,2,Tucumán,Cablemodem,5223.0
2017,1,Buenos Aires,Cablemodem,1465817.0
2017,1,Capital Federal,Cablemodem,918328.0
2017,1,Catamarca,Cablemodem,248.0
2017,1,Chaco,Cablemodem,34277.0
2017,1,Chubut,Cablemodem,999.0
2017,1,Córdoba,Cablemodem,293479.0
2017,1,Corrientes,Cablemodem,31994.0
2017,1,Entre Ríos,Cablemodem,65095.0
2017,1,Formosa,Cablemodem,6215.0
2017,1,Jujuy,Cablemodem,9278.0
2017,1,La Pampa,Cablemodem,47195.0
2017,1,La Rioja,Cablemodem,0.0
2017,1,Mendoza,Cablemodem,13030.0
2017,1,Misiones,Cablemodem,40142.0
2017,1,Neuquén,Cablemodem,48109.0
2017,1,Río Negro,Cablemodem,28785.0
2017,1,Salta,Cablemodem,26845.0
2017,1,San Juan,Cablemodem,451.0
2017,1,San Luis,Cablemodem,1120.0
2017,1,Santa Cruz,Cablemodem,2722.0
2017,1,Santa Fe,Cablemodem,226094.0
2017,1,Santiago Del Estero,Cablemodem,3900.0
2017,1,Tierra Del Fuego,Cablemodem,6905.0
2017,1,Tucumán,Cablemodem,5223.0
2016,4,Buenos Aires,Cablemodem,1414676.0
2016,4,Capital Federal,Cablemodem,914952.0
2016,4,Catamarca,Cablemodem,250.0
2016,4,Chaco,Cablemodem,33534.0
2016,4,Chubut,Cablemodem,955.0
2016,4,Córdoba,Cablemodem,289344.0
2016,4,Corrientes,Cablemodem,31497.0
2016,4,Entre Ríos,Cablemodem,64141.0
2016,4,Formosa,Cablemodem,6061.0
2016,4,Jujuy,Cablemodem,8731.0
2016,4,La Pampa,Cablemodem,47245.0
2016,4,La Rioja,Cablemodem,0.0
2016,4,Mendoza,Cablemodem,13030.0
2016,4,Misiones,Cablemodem,39294.0
2016,4,Neuquén,Cablemodem,46389.0
2016,4,Río Negro,Cablemodem,28474.0
2016,4,Salta,Cablemodem,26657.0
2016,4,San Juan,Cablemodem,451.0
2016,4,San Luis,Cablemodem,1120.0
2016,4,Santa Cruz,Cablemodem,2722.0
2016,4,Santa Fe,Cablemodem,225792.0
2016,4,Santiago Del Estero,Cablemodem,3900.0
2016,4,Tierra Del Fuego,Cablemodem,6905.0
2016,4,Tucumán,Cablemodem,4482.0
2016,3,Buenos Aires,Cablemodem,1355770.0
2016,3,Capital Federal,Cablemodem,905105.0
2016,3,Catamarca,Cablemodem,248.0
2016,3,Chaco,Cablemodem,32730.0
2016,3,Chubut,Cablemodem,935.0
2016,3,Córdoba,Cablemodem,285480.0
2016,3,Corrientes,Cablemodem,30813.0
2016,3,Entre Ríos,Cablemodem,61850.0
2016,3,Formosa,Cablemodem,5905.0
2016,3,Jujuy,Cablemodem,8236.0
2016,3,La Pampa,Cablemodem,45952.0
2016,3,La Rioja,Cablemodem,0.0
2016,3,Mendoza,Cablemodem,13030.0
2016,3,Misiones,Cablemodem,38130.0
2016,3,Neuquén,Cablemodem,44739.0
2016,3,Río Negro,Cablemodem,28496.0
2016,3,Salta,Cablemodem,26113.0
2016,3,San Juan,Cablemodem,451.0
2016,3,San Luis,Cablemodem,1113.0
2016,3,Santa Cruz,Cablemodem,2722.0
2016,3,Santa Fe,Cablemodem,223011.0
2016,3,Santiago Del Estero,Cablemodem,3900.0
2016,3,Tierra Del Fuego,Cablemodem,6276.0
2016,3,Tucumán,Cablemodem,3850.0
2016,2,Buenos Aires,Cablemodem,1305949.0
2016,2,Capital Federal,Cablemodem,892209.0
2016,2,Catamarca,Cablemodem,245.0
2016,2,Chaco,Cablemodem,31825.0
2016,2,Chubut,Cablemodem,867.0
2016,2,Córdoba,Cablemodem,277615.0
2016,2,Corrientes,Cablemodem,29845.0
2016,2,Entre Ríos,Cablemodem,58768.0
2016,2,Formosa,Cablemodem,5658.0
2016,2,Jujuy,Cablemodem,7374.0
2016,2,La Pampa,Cablemodem,44654.0
2016,2,La Rioja,Cablemodem,0.0
2016,2,Mendoza,Cablemodem,13030.0
2016,2,Misiones,Cablemodem,36145.0
2016,2,Neuquén,Cablemodem,42370.0
2016,2,Río Negro,Cablemodem,28100.0
2016,2,Salta,Cablemodem,24719.0
2016,2,San Juan,Cablemodem,451.0
2016,2,San Luis,Cablemodem,1063.0
2016,2,Santa Cruz,Cablemodem,2722.0
2016,2,Santa Fe,Cablemodem,219088.0
2016,2,Santiago Del Estero,Cablemodem,3900.0
2016,2,Tierra Del Fuego,Cablemodem,5707.0
2016,2,Tucumán,Cablemodem,2968.0
2016,1,Buenos Aires,Cablemodem,1200859.0
2016,1,Capital Federal,Cablemodem,832126.0
2016,1,Catamarca,Cablemodem,243.0
2016,1,Chaco,Cablemodem,29994.0
2016,1,Chubut,Cablemodem,834.0
2016,1,Córdoba,Cablemodem,252346.0
2016,1,Corrientes,Cablemodem,28491.0
2016,1,Entre Ríos,Cablemodem,54948.0
2016,1,Formosa,Cablemodem,5420.0
2016,1,Jujuy,Cablemodem,6751.0
2016,1,La Pampa,Cablemodem,41881.0
2016,1,La Rioja,Cablemodem,0.0
2016,1,Mendoza,Cablemodem,13030.0
2016,1,Misiones,Cablemodem,33330.0
2016,1,Neuquén,Cablemodem,36122.0
2016,1,Río Negro,Cablemodem,27312.0
2016,1,Salta,Cablemodem,22741.0
2016,1,San Juan,Cablemodem,451.0
2016,1,San Luis,Cablemodem,1042.0
2016,1,Santa Cruz,Cablemodem,2723.0
2016,1,Santa Fe,Cablemodem,204816.0
2016,1,Santiago Del Estero,Cablemodem,3900.0
2016,1,Tierra Del Fuego,Cablemodem,4834.0
2016,1,Tucumán,Cablemodem,2165.0
2015,4,Buenos Aires,Cablemodem,1223603.0
2015,4,Capital Federal,Cablemodem,879950.0
2015,4,Catamarca,Cablemodem,242.0
2015,4,Chaco,Cablemodem,29456.0
2015,4,Chubut,Cablemodem,811.0
2015,4,Córdoba,Cablemodem,266062.0
2015,4,Corrientes,Cablemodem,28178.0
2015,4,Entre Ríos,Cablemodem,53411.0
2015,4,Formosa,Cablemodem,5314.0
2015,4,Jujuy,Cablemodem,6933.0
2015,4,La Pampa,Cablemodem,42705.0
2015,4,La Rioja,Cablemodem,0.0
2015,4,Mendoza,Cablemodem,13030.0
2015,4,Misiones,Cablemodem,32533.0
2015,4,Neuquén,Cablemodem,38902.0
2015,4,Río Negro,Cablemodem,27221.0
2015,4,Salta,Cablemodem,22446.0
2015,4,San Juan,Cablemodem,451.0
2015,4,San Luis,Cablemodem,1025.0
2015,4,Santa Cruz,Cablemodem,2723.0
2015,4,Santa Fe,Cablemodem,212911.0
2015,4,Santiago Del Estero,Cablemodem,4365.0
2015,4,Tierra Del Fuego,Cablemodem,4301.0
2015,4,Tucumán,Cablemodem,1653.0
2015,3,Buenos Aires,Cablemodem,1183894.0
2015,3,Capital Federal,Cablemodem,871262.0
2015,3,Catamarca,Cablemodem,242.0
2015,3,Chaco,Cablemodem,28809.0
2015,3,Chubut,Cablemodem,792.0
2015,3,Córdoba,Cablemodem,264055.0
2015,3,Corrientes,Cablemodem,27604.0
2015,3,Entre Ríos,Cablemodem,51945.0
2015,3,Formosa,Cablemodem,5264.0
2015,3,Jujuy,Cablemodem,6895.0
2015,3,La Pampa,Cablemodem,41886.0
2015,3,La Rioja,Cablemodem,0.0
2015,3,Mendoza,Cablemodem,13030.0
2015,3,Misiones,Cablemodem,31635.0
2015,3,Neuquén,Cablemodem,36620.0
2015,3,Río Negro,Cablemodem,27130.0
2015,3,Salta,Cablemodem,21688.0
2015,3,San Juan,Cablemodem,451.0
2015,3,San Luis,Cablemodem,1025.0
2015,3,Santa Cruz,Cablemodem,2718.0
2015,3,Santa Fe,Cablemodem,209673.0
2015,3,Santiago Del Estero,Cablemodem,4365.0
2015,3,Tierra Del Fuego,Cablemodem,8085.0
2015,3,Tucumán,Cablemodem,1135.0
2015,2,Buenos Aires,Cablemodem,1141052.0
2015,2,Capital Federal,Cablemodem,858342.0
2015,2,Catamarca,Cablemodem,242.0
2015,2,Chaco,Cablemodem,27809.0
2015,2,Chubut,Cablemodem,762.0
2015,2,Córdoba,Cablemodem,255596.0
2015,2,Corrientes,Cablemodem,26553.0
2015,2,Entre Ríos,Cablemodem,49767.0
2015,2,Formosa,Cablemodem,5164.0
2015,2,Jujuy,Cablemodem,5482.0
2015,2,La Pampa,Cablemodem,40825.0
2015,2,La Rioja,Cablemodem,0.0
2015,2,Mendoza,Cablemodem,13030.0
2015,2,Misiones,Cablemodem,29283.0
2015,2,Neuquén,Cablemodem,34183.0
2015,2,Río Negro,Cablemodem,26268.0
2015,2,Salta,Cablemodem,20297.0
2015,2,San Juan,Cablemodem,451.0
2015,2,San Luis,Cablemodem,1025.0
2015,2,Santa Cruz,Cablemodem,2707.0
2015,2,Santa Fe,Cablemodem,204685.0
2015,2,Santiago Del Estero,Cablemodem,4365.0
2015,2,Tierra Del Fuego,Cablemodem,7927.0
2015,2,Tucumán,Cablemodem,479.0
2015,1,Buenos Aires,Cablemodem,1096836.0
2015,1,Capital Federal,Cablemodem,841743.0
2015,1,Catamarca,Cablemodem,241.0
2015,1,Chaco,Cablemodem,26161.0
2015,1,Chubut,Cablemodem,717.0
2015,1,Córdoba,Cablemodem,247564.0
2015,1,Corrientes,Cablemodem,25372.0
2015,1,Entre Ríos,Cablemodem,47411.0
2015,1,Formosa,Cablemodem,4951.0
2015,1,Jujuy,Cablemodem,5048.0
2015,1,La Pampa,Cablemodem,39571.0
2015,1,La Rioja,Cablemodem,0.0
2015,1,Mendoza,Cablemodem,13030.0
2015,1,Misiones,Cablemodem,26836.0
2015,1,Neuquén,Cablemodem,32152.0
2015,1,Río Negro,Cablemodem,25217.0
2015,1,Salta,Cablemodem,19781.0
2015,1,San Juan,Cablemodem,451.0
2015,1,San Luis,Cablemodem,1025.0
2015,1,Santa Cruz,Cablemodem,2700.0
2015,1,Santa Fe,Cablemodem,199037.0
2015,1,Santiago Del Estero,Cablemodem,4365.0
2015,1,Tierra Del Fuego,Cablemodem,7924.0
2015,1,Tucumán,Cablemodem,115.0
2014,4,Buenos Aires,Cablemodem,1070135.0
2014,4,Capital Federal,Cablemodem,840224.0
2014,4,Catamarca,Cablemodem,241.0
2014,4,Chaco,Cablemodem,10918.0
2014,4,Chubut,Cablemodem,697.0
2014,4,Córdoba,Cablemodem,240452.0
2014,4,Corrientes,Cablemodem,9526.0
2014,4,Entre Ríos,Cablemodem,23027.0
2014,4,Formosa,Cablemodem,4896.0
2014,4,Jujuy,Cablemodem,4583.0
2014,4,La Pampa,Cablemodem,34281.0
2014,4,La Rioja,Cablemodem,0.0
2014,4,Mendoza,Cablemodem,13030.0
2014,4,Misiones,Cablemodem,18613.0
2014,4,Neuquén,Cablemodem,31778.0
2014,4,Río Negro,Cablemodem,23703.0
2014,4,Salta,Cablemodem,17289.0
2014,4,San Juan,Cablemodem,451.0
2014,4,San Luis,Cablemodem,926.0
2014,4,Santa Cruz,Cablemodem,448.0
2014,4,Santa Fe,Cablemodem,183009.0
2014,4,Santiago Del Estero,Cablemodem,4231.0
2014,4,Tierra Del Fuego,Cablemodem,3664.0
2014,4,Tucumán,Cablemodem,97.0
2014,3,Buenos Aires,Cablemodem,1110628.0
2014,3,Capital Federal,Cablemodem,833402.0
2014,3,Catamarca,Cablemodem,244.0
2014,3,Chaco,Cablemodem,10336.0
2014,3,Chubut,Cablemodem,668.0
2014,3,Córdoba,Cablemodem,240334.0
2014,3,Corrientes,Cablemodem,9184.0
2014,3,Entre Ríos,Cablemodem,22440.0
2014,3,Formosa,Cablemodem,4836.0
2014,3,Jujuy,Cablemodem,3541.0
2014,3,La Pampa,Cablemodem,33940.0
2014,3,La Rioja,Cablemodem,0.0
2014,3,Mendoza,Cablemodem,13030.0
2014,3,Misiones,Cablemodem,18373.0
2014,3,Neuquén,Cablemodem,30964.0
2014,3,Río Negro,Cablemodem,26590.0
2014,3,Salta,Cablemodem,18394.0
2014,3,San Juan,Cablemodem,451.0
2014,3,San Luis,Cablemodem,925.0
2014,3,Santa Cruz,Cablemodem,492.0
2014,3,Santa Fe,Cablemodem,183630.0
2014,3,Santiago Del Estero,Cablemodem,3900.0
2014,3,Tierra Del Fuego,Cablemodem,3469.0
2014,3,Tucumán,Cablemodem,97.0
2014,2,Buenos Aires,Cablemodem,1025490.0
2014,2,Capital Federal,Cablemodem,828411.0
2014,2,Catamarca,Cablemodem,243.0
2014,2,Chaco,Cablemodem,9870.0
2014,2,Chubut,Cablemodem,649.0
2014,2,Córdoba,Cablemodem,234729.0
2014,2,Corrientes,Cablemodem,8680.0
2014,2,Entre Ríos,Cablemodem,21706.0
2014,2,Formosa,Cablemodem,4628.0
2014,2,Jujuy,Cablemodem,4161.0
2014,2,La Pampa,Cablemodem,32600.0
2014,2,La Rioja,Cablemodem,0.0
2014,2,Mendoza,Cablemodem,13030.0
2014,2,Misiones,Cablemodem,17594.0
2014,2,Neuquén,Cablemodem,29776.0
2014,2,Río Negro,Cablemodem,24944.0
2014,2,Salta,Cablemodem,17504.0
2014,2,San Juan,Cablemodem,451.0
2014,2,San Luis,Cablemodem,925.0
2014,2,Santa Cruz,Cablemodem,448.0
2014,2,Santa Fe,Cablemodem,178495.0
2014,2,Santiago Del Estero,Cablemodem,4231.0
2014,2,Tierra Del Fuego,Cablemodem,3008.0
2014,2,Tucumán,Cablemodem,97.0
2014,1,Buenos Aires,Cablemodem,1000879.0
2014,1,Capital Federal,Cablemodem,820161.0
2014,1,Catamarca,Cablemodem,46.0
2014,1,Chaco,Cablemodem,9497.0
2014,1,Chubut,Cablemodem,539.0
2014,1,Córdoba,Cablemodem,225769.0
2014,1,Corrientes,Cablemodem,8279.0
2014,1,Entre Ríos,Cablemodem,21379.0
2014,1,Formosa,Cablemodem,4548.0
2014,1,Jujuy,Cablemodem,4030.0
2014,1,La Pampa,Cablemodem,31305.0
2014,1,La Rioja,Cablemodem,0.0
2014,1,Mendoza,Cablemodem,12076.0
2014,1,Misiones,Cablemodem,17191.0
2014,1,Neuquén,Cablemodem,28161.0
2014,1,Río Negro,Cablemodem,24156.0
2014,1,Salta,Cablemodem,17538.0
2014,1,San Juan,Cablemodem,434.0
2014,1,San Luis,Cablemodem,428.0
2014,1,Santa Cruz,Cablemodem,100.0
2014,1,Santa Fe,Cablemodem,174296.0
2014,1,Santiago Del Estero,Cablemodem,3598.0
2014,1,Tierra Del Fuego,Cablemodem,2837.0
2014,1,Tucumán,Cablemodem,83.0
2022,2,Buenos Aires,Fibra óptica,1399043.0
2022,2,Capital Federal,Fibra óptica,121506.0
2022,2,Catamarca,Fibra óptica,42087.0
2022,2,Chaco,Fibra óptica,42194.0
2022,2,Chubut,Fibra óptica,9574.0
2022,2,Córdoba,Fibra óptica,308895.0
2022,2,Corrientes,Fibra óptica,18181.0
2022,2,Entre Ríos,Fibra óptica,35839.0
2022,2,Formosa,Fibra óptica,9875.0
2022,2,Jujuy,Fibra óptica,34184.0
2022,2,La Pampa,Fibra óptica,22994.0
2022,2,La Rioja,Fibra óptica,19189.0
2022,2,Mendoza,Fibra óptica,135504.0
2022,2,Misiones,Fibra óptica,33649.0
2022,2,Neuquén,Fibra óptica,28824.0
2022,2,Río Negro,Fibra óptica,40946.0
2022,2,Salta,Fibra óptica,47076.0
2022,2,San Juan,Fibra óptica,12328.0
2022,2,San Luis,Fibra óptica,248.0
2022,2,Santa Cruz,Fibra óptica,10815.0
2022,2,Santa Fe,Fibra óptica,189503.0
2022,2,Santiago Del Estero,Fibra óptica,11605.0
2022,2,Tierra Del Fuego,Fibra óptica,403.0
2022,2,Tucumán,Fibra óptica,148823.0
2022,1,Buenos Aires,Fibra óptica,1242121.0
2022,1,Capital Federal,Fibra óptica,62308.0
2022,1,Catamarca,Fibra óptica,29118.0
2022,1,Chaco,Fibra óptica,36662.0
2022,1,Chubut,Fibra óptica,9184.0
2022,1,Córdoba,Fibra óptica,235838.0
2022,1,Corrientes,Fibra óptica,10875.0
2022,1,Entre Ríos,Fibra óptica,23091.0
2022,1,Formosa,Fibra óptica,5146.0
2022,1,Jujuy,Fibra óptica,25949.0
2022,1,La Pampa,Fibra óptica,21739.0
2022,1,La Rioja,Fibra óptica,9546.0
2022,1,Mendoza,Fibra óptica,123228.0
2022,1,Misiones,Fibra óptica,25178.0
2022,1,Neuquén,Fibra óptica,24193.0
2022,1,Río Negro,Fibra óptica,38037.0
2022,1,Salta,Fibra óptica,40994.0
2022,1,San Juan,Fibra óptica,11294.0
2022,1,San Luis,Fibra óptica,31.0
2022,1,Santa Cruz,Fibra óptica,10766.0
2022,1,Santa Fe,Fibra óptica,146552.0
2022,1,Santiago Del Estero,Fibra óptica,1093.0
2022,1,Tierra Del Fuego,Fibra óptica,416.0
2022,1,Tucumán,Fibra óptica,86174.0
2021,4,Buenos Aires,Fibra óptica,1176024.0
2021,4,Capital Federal,Fibra óptica,60005.0
2021,4,Catamarca,Fibra óptica,25100.0
2021,4,Chaco,Fibra óptica,34688.0
2021,4,Chubut,Fibra óptica,9655.0
2021,4,Córdoba,Fibra óptica,217214.0
2021,4,Corrientes,Fibra óptica,10138.0
2021,4,Entre Ríos,Fibra óptica,23452.0
2021,4,Formosa,Fibra óptica,5151.0
2021,4,Jujuy,Fibra óptica,24156.0
2021,4,La Pampa,Fibra óptica,20192.0
2021,4,La Rioja,Fibra óptica,9446.0
2021,4,Mendoza,Fibra óptica,109667.0
2021,4,Misiones,Fibra óptica,22035.0
2021,4,Neuquén,Fibra óptica,23253.0
2021,4,Río Negro,Fibra óptica,32212.0
2021,4,Salta,Fibra óptica,39555.0
2021,4,San Juan,Fibra óptica,11072.0
2021,4,San Luis,Fibra óptica,30.0
2021,4,Santa Cruz,Fibra óptica,10031.0
2021,4,Santa Fe,Fibra óptica,128856.0
2021,4,Santiago Del Estero,Fibra óptica,1088.0
2021,4,Tierra Del Fuego,Fibra óptica,426.0
2021,4,Tucumán,Fibra óptica,78790.0
2021,3,Buenos Aires,Fibra óptica,885613.0
2021,3,Capital Federal,Fibra óptica,42966.0
2021,3,Catamarca,Fibra óptica,22331.0
2021,3,Chaco,Fibra óptica,27583.0
2021,3,Chubut,Fibra óptica,8946.0
2021,3,Córdoba,Fibra óptica,167495.0
2021,3,Corrientes,Fibra óptica,7542.0
2021,3,Entre Ríos,Fibra óptica,20485.0
2021,3,Formosa,Fibra óptica,4730.0
2021,3,Jujuy,Fibra óptica,19926.0
2021,3,La Pampa,Fibra óptica,17817.0
2021,3,La Rioja,Fibra óptica,9444.0
2021,3,Mendoza,Fibra óptica,70579.0
2021,3,Misiones,Fibra óptica,10969.0
2021,3,Neuquén,Fibra óptica,16455.0
2021,3,Río Negro,Fibra óptica,18725.0
2021,3,Salta,Fibra óptica,36126.0
2021,3,San Juan,Fibra óptica,6670.0
2021,3,San Luis,Fibra óptica,27.0
2021,3,Santa Cruz,Fibra óptica,6328.0
2021,3,Santa Fe,Fibra óptica,93412.0
2021,3,Santiago Del Estero,Fibra óptica,909.0
2021,3,Tierra Del Fuego,Fibra óptica,6.0
2021,3,Tucumán,Fibra óptica,70964.0
2021,2,Buenos Aires,Fibra óptica,854173.0
2021,2,Capital Federal,Fibra óptica,41318.0
2021,2,Catamarca,Fibra óptica,22331.0
2021,2,Chaco,Fibra óptica,27584.0
2021,2,Chubut,Fibra óptica,6081.0
2021,2,Córdoba,Fibra óptica,151855.0
2021,2,Corrientes,Fibra óptica,3731.0
2021,2,Entre Ríos,Fibra óptica,17856.0
2021,2,Formosa,Fibra óptica,3610.0
2021,2,Jujuy,Fibra óptica,19611.0
2021,2,La Pampa,Fibra óptica,17132.0
2021,2,La Rioja,Fibra óptica,9445.0
2021,2,Mendoza,Fibra óptica,44696.0
2021,2,Misiones,Fibra óptica,10376.0
2021,2,Neuquén,Fibra óptica,15619.0
2021,2,Río Negro,Fibra óptica,18727.0
2021,2,Salta,Fibra óptica,32050.0
2021,2,San Juan,Fibra óptica,6673.0
2021,2,San Luis,Fibra óptica,28.0
2021,2,Santa Cruz,Fibra óptica,6328.0
2021,2,Santa Fe,Fibra óptica,90424.0
2021,2,Santiago Del Estero,Fibra óptica,909.0
2021,2,Tierra Del Fuego,Fibra óptica,6.0
2021,2,Tucumán,Fibra óptica,71683.0
2021,1,Buenos Aires,Fibra óptica,821597.0
2021,1,Capital Federal,Fibra óptica,39980.0
2021,1,Catamarca,Fibra óptica,18688.0
2021,1,Chaco,Fibra óptica,25426.0
2021,1,Chubut,Fibra óptica,3444.0
2021,1,Córdoba,Fibra óptica,134634.0
2021,1,Corrientes,Fibra óptica,3337.0
2021,1,Entre Ríos,Fibra óptica,16846.0
2021,1,Formosa,Fibra óptica,2562.0
2021,1,Jujuy,Fibra óptica,17322.0
2021,1,La Pampa,Fibra óptica,15779.0
2021,1,La Rioja,Fibra óptica,1.0
2021,1,Mendoza,Fibra óptica,38619.0
2021,1,Misiones,Fibra óptica,7064.0
2021,1,Neuquén,Fibra óptica,14171.0
2021,1,Río Negro,Fibra óptica,17828.0
2021,1,Salta,Fibra óptica,31498.0
2021,1,San Juan,Fibra óptica,6671.0
2021,1,San Luis,Fibra óptica,28.0
2021,1,Santa Cruz,Fibra óptica,5975.0
2021,1,Santa Fe,Fibra óptica,70976.0
2021,1,Santiago Del Estero,Fibra óptica,570.0
2021,1,Tierra Del Fuego,Fibra óptica,6.0
2021,1,Tucumán,Fibra óptica,69954.0
2020,4,Buenos Aires,Fibra óptica,804991.0
2020,4,Capital Federal,Fibra óptica,39890.0
2020,4,Catamarca,Fibra óptica,17856.0
2020,4,Chaco,Fibra óptica,23687.0
2020,4,Chubut,Fibra óptica,3040.0
2020,4,Córdoba,Fibra óptica,125620.0
2020,4,Corrientes,Fibra óptica,3146.0
2020,4,Entre Ríos,Fibra óptica,15653.0
2020,4,Formosa,Fibra óptica,2432.0
2020,4,Jujuy,Fibra óptica,15639.0
2020,4,La Pampa,Fibra óptica,15432.0
2020,4,La Rioja,Fibra óptica,1.0
2020,4,Mendoza,Fibra óptica,36083.0
2020,4,Misiones,Fibra óptica,6589.0
2020,4,Neuquén,Fibra óptica,13732.0
2020,4,Río Negro,Fibra óptica,17826.0
2020,4,Salta,Fibra óptica,30604.0
2020,4,San Juan,Fibra óptica,6599.0
2020,4,San Luis,Fibra óptica,27.0
2020,4,Santa Cruz,Fibra óptica,1041.0
2020,4,Santa Fe,Fibra óptica,62692.0
2020,4,Santiago Del Estero,Fibra óptica,570.0
2020,4,Tierra Del Fuego,Fibra óptica,6.0
2020,4,Tucumán,Fibra óptica,68043.0
2020,3,Buenos Aires,Fibra óptica,749087.0
2020,3,Capital Federal,Fibra óptica,39417.0
2020,3,Catamarca,Fibra óptica,16857.0
2020,3,Chaco,Fibra óptica,20675.0
2020,3,Chubut,Fibra óptica,2897.0
2020,3,Córdoba,Fibra óptica,102217.0
2020,3,Corrientes,Fibra óptica,2960.0
2020,3,Entre Ríos,Fibra óptica,13954.0
2020,3,Formosa,Fibra óptica,2000.0
2020,3,Jujuy,Fibra óptica,11112.0
2020,3,La Pampa,Fibra óptica,14677.0
2020,3,La Rioja,Fibra óptica,1.0
2020,3,Mendoza,Fibra óptica,32817.0
2020,3,Misiones,Fibra óptica,2572.0
2020,3,Neuquén,Fibra óptica,11043.0
2020,3,Río Negro,Fibra óptica,10381.0
2020,3,Salta,Fibra óptica,25445.0
2020,3,San Juan,Fibra óptica,5509.0
2020,3,San Luis,Fibra óptica,6.0
2020,3,Santa Cruz,Fibra óptica,1027.0
2020,3,Santa Fe,Fibra óptica,45721.0
2020,3,Santiago Del Estero,Fibra óptica,555.0
2020,3,Tierra Del Fuego,Fibra óptica,0.0
2020,3,Tucumán,Fibra óptica,59949.0
2020,2,Buenos Aires,Fibra óptica,723072.0
2020,2,Capital Federal,Fibra óptica,39482.0
2020,2,Catamarca,Fibra óptica,14878.0
2020,2,Chaco,Fibra óptica,17266.0
2020,2,Chubut,Fibra óptica,1324.0
2020,2,Córdoba,Fibra óptica,85818.0
2020,2,Corrientes,Fibra óptica,3144.0
2020,2,Entre Ríos,Fibra óptica,13954.0
2020,2,Formosa,Fibra óptica,1882.0
2020,2,Jujuy,Fibra óptica,5057.0
2020,2,La Pampa,Fibra óptica,14232.0
2020,2,La Rioja,Fibra óptica,1.0
2020,2,Mendoza,Fibra óptica,29613.0
2020,2,Misiones,Fibra óptica,2579.0
2020,2,Neuquén,Fibra óptica,11037.0
2020,2,Río Negro,Fibra óptica,10382.0
2020,2,Salta,Fibra óptica,24289.0
2020,2,San Juan,Fibra óptica,5509.0
2020,2,San Luis,Fibra óptica,6.0
