Provincia,Partido,Localidad,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general, 
FORMOSA,Ramón Lista,General Mosconi,34063020,- 0,- 0,- 0,8,- 0,3,- 0,33,44,
FORMOSA,Ramón Lista,OTROS,Sin Datos,- 0,- 0,- 0,- 0,- 0,8,- 0,- 0,8,
JUJUY,Cochinoca,Abra Pampa,38007020,- 0,- 0,- 0,- 0,- 0,3,- 0,221,224,
JUJUY,Cochinoca,Puesto del Marquéz,38007060,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5,
JUJUY,Cochinoca,La Redonda,38007055,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
JUJUY,Doctor Manuel Belgrano,Guerrero,38021010,84,85,- 0,2,- 0,- 0,- 0,- 0,171,
JUJUY,Doctor Manuel Belgrano,Lozano (Ap. Chañi),38021040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,111,111,
JUJUY,Doctor Manuel Belgrano,San Salvador de Jujuy (Est. Jujuy),38021060,9.508,41.052,- 0,28.768,36,4,- 0,62,79.430,
JUJUY,Doctor Manuel Belgrano,Yala,38021070,- 0,- 0,- 0,- 0,153,- 0,- 0,3,156,
JUJUY,Doctor Manuel Belgrano,La Almona,38021020,- 0,2,- 0,- 0,- 0,- 0,- 0,- 0,2,
JUJUY,Doctor Manuel Belgrano,Dr. Manuel Belgrano,38021065,- 0,- 0,- 0,- 0,- 0,1,- 0,8,9,
JUJUY,Doctor Manuel Belgrano,León,38021030,- 0,504,- 0,- 0,- 0,- 0,- 0,- 0,504,
JUJUY,El Carmen,El Carmen,38014040,527,720,- 0,- 0,- 0,2,- 0,1,1.250,
JUJUY,El Carmen,Los Lapachos (Est. Maquinista Verón),38014050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1,1,
JUJUY,El Carmen,Manantiales,38014060,- 0,- 0,- 0,- 0,- 0,2,- 0,- 0,2,
JUJUY,El Carmen,Monterrico,38014070,- 0,718,- 0,- 0,- 0,1,- 0,10,729,
JUJUY,El Carmen,Pampa Blanca,38014080,67,221,- 0,- 0,- 0,2,- 0,1,291,
JUJUY,El Carmen,Perico,38014090,- 0,2.034,- 0,- 0,- 0,1,- 0,11,2.046,
JUJUY,El Carmen,Puesto Viejo,38014100,- 0,88,- 0,- 0,- 0,1,- 0,- 0,89,
JUJUY,El Carmen,Aguas Calientes,38014010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,28,28,
JUJUY,Humahuaca,El Aguilar,38028020,- 0,- 0,- 0,- 0,181,1,- 0,- 0,182,
JUJUY,Humahuaca,Hipólito Yrigoyen (Est. Iturbe),38028030,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5,
JUJUY,Humahuaca,Humahuaca,38028040,361,- 0,- 0,- 0,120,6,- 0,330,817,
JUJUY,Humahuaca,Tres Cruces,38028050,- 0,- 0,- 0,5,30,- 0,- 0,- 0,35,
JUJUY,Humahuaca,Uquía (Est. Senador Pérez),38028060,3,- 0,- 0,5,40,- 0,- 0,- 0,48,
JUJUY,Ledesma,Caimancito,38035030,214,- 0,- 0,- 0,- 0,1,- 0,37,252,
JUJUY,Ledesma,Calilegua,38035040,- 0,500,- 0,- 0,- 0,1,- 0,144,645,
JUJUY,Ledesma,Chalicán,38035050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,78,78,
JUJUY,Ledesma,Fraile Pintado,38035060,661,23,- 0,- 0,- 0,1,- 0,121,806,
JUJUY,Ledesma,Libertador General San Martín (Est. Ledesma),38035080,60,6.065,- 0,1.000,- 0,3,- 0,787,7.915,
JUJUY,Ledesma,Yuto,38035110,- 0,- 0,- 0,- 0,- 0,1,- 0,176,177,
JUJUY,OTROS,OTROS,Sin Datos,- 0,- 0,- 0,- 0,1.085,- 0,- 0,- 0,1.085,
JUJUY,Palpalá,Carahunco,38042010,1,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1,
JUJUY,Palpalá,Centro Forestal,38042020,15,- 0,- 0,- 0,- 0,- 0,- 0,- 0,15,
JUJUY,Palpalá,Palpalá (Est. Gral. Manuel N. Savio),38042040,1.931,1.004,- 0,2.130,56,3,- 0,1,5.125,
JUJUY,Palpalá,Rio Blanco,38042010,- 0,58,- 0,13,- 0,- 0,- 0,- 0,71,
JUJUY,Rinconada,Liviara,38049020,- 0,- 0,- 0,- 0,- 0,5,- 0,- 0,5,
JUJUY,Rinconada,Loma Blanca,38049025,- 0,- 0,- 0,- 0,- 0,2,- 0,- 0,2,
JUJUY,Rinconada,Nuevo Pirquitas,38049030,- 0,- 0,- 0,5,- 0,2,- 0,- 0,7,
JUJUY,Rinconada,Coyaguaima,38049007,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5,
JUJUY,Rinconada,Orosmayo,38049035,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5,
JUJUY,Rinconada,Rinconada,38049040,- 0,- 0,- 0,- 0,- 0,2,- 0,- 0,2,
JUJUY,Rinconada,Lagunillas de Farallón,38049010,- 0,- 0,- 0,9,- 0,- 0,- 0,- 0,9,
JUJUY,San Antonio,Loteo Navea,38056020,- 0,- 0,- 0,39,- 0,- 0,- 0,- 0,39,
JUJUY,San Antonio,San Antonio,38056030,1,87,- 0,- 0,- 0,1,- 0,- 0,89,
JUJUY,San Antonio,El Ceibal,38056010,- 0,- 0,- 0,1,- 0,- 0,- 0,- 0,1,
JUJUY,San Antonio,Los Alisos,38056017,1,- 0,- 0,9,- 0,- 0,- 0,- 0,10,
JUJUY,San Pedro,La Esperanza,38063070,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
JUJUY,San Pedro,La Mendieta,38063090,- 0,- 0,- 0,- 0,- 0,1,- 0,240,241,
JUJUY,San Pedro,San Pedro (Est. San Pedro de Jujuy),38063180,5.956,1.334,- 0,1.468,- 0,1,- 0,74,8.833,
JUJUY,San Pedro,San Lucas,38063170,- 0,- 0,- 0,- 0,- 0,- 0,- 0,10,10,
JUJUY,San Pedro,Don Emilio,38063030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,37,37,
JUJUY,San Pedro,Rosario de Río Grande,38063150,- 0,- 0,- 0,- 0,- 0,- 0,- 0,54,54,
JUJUY,SANTA BARBARA,El Fuerte,38070010,- 0,- 0,- 0,- 0,- 0,5,- 0,- 0,5,
JUJUY,SANTA BARBARA,El Piquete,38070020,75,- 0,- 0,- 0,- 0,- 0,- 0,21,96,
JUJUY,SANTA BARBARA,El Talar,38070030,- 0,- 0,- 0,- 0,- 0,1,- 0,141,142,
JUJUY,SANTA BARBARA,OTROS,Sin Datos,- 0,- 0,- 0,- 0,- 0,3,- 0,- 0,3,
JUJUY,SANTA BARBARA,Palma Sola,38070040,- 0,- 0,- 0,- 0,- 0,1,- 0,115,116,
JUJUY,SANTA BARBARA,Santa Clara,38070060,100,- 0,- 0,- 0,- 0,1,- 0,79,180,
JUJUY,SANTA BARBARA,Vinalito,38070070,- 0,- 0,- 0,- 0,- 0,- 0,- 0,30,30,
JUJUY,Santa Catalina,Casira,38077010,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5,
JUJUY,Santa Catalina,Ciénega,38077020,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5,
JUJUY,Santa Catalina,Cieneguillas,38077030,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5,
JUJUY,Santa Catalina,Cusi Cusi,38077040,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5,
JUJUY,Santa Catalina,Misarrumi,38077060,- 0,- 0,- 0,- 0,- 0,5,- 0,- 0,5,
JUJUY,Santa Catalina,Oratorio,38077070,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5,
JUJUY,Santa Catalina,Paicone,38077080,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5,
JUJUY,Santa Catalina,Santa Catalina,38077100,- 0,- 0,- 0,5,- 0,1,- 0,- 0,6,
JUJUY,Susques,El Toro,38084030,- 0,- 0,- 0,20,- 0,2,- 0,- 0,22,
JUJUY,Susques,Huáncar,38084040,- 0,- 0,- 0,27,- 0,- 0,- 0,- 0,27,
JUJUY,Susques,Olacapato,38084055,- 0,- 0,- 0,8,- 0,- 0,- 0,1,9,
JUJUY,Susques,Olaroz Chico,38084060,- 0,- 0,- 0,30,- 0,1,- 0,5,36,
JUJUY,Susques,Pastos Chicos,38084070,- 0,- 0,- 0,22,- 0,- 0,- 0,- 0,22,
JUJUY,Susques,Puesto Sey,38084080,- 0,- 0,- 0,20,- 0,- 0,- 0,- 0,20,
JUJUY,Susques,San Juan de Quillaqués,38084090,- 0,- 0,- 0,12,- 0,5,- 0,- 0,17,
JUJUY,Susques,Susques,38084100,- 0,- 0,- 0,275,- 0,10,- 0,18,303,
JUJUY,Susques,Coranzuli,38084020,- 0,- 0,- 0,60,- 0,- 0,- 0,- 0,60,
JUJUY,Susques,Catua,38084010,- 0,- 0,- 0,70,- 0,- 0,- 0,- 0,70,
JUJUY,Susques,Jama,38084045,- 0,- 0,- 0,11,- 0,- 0,- 0,- 0,11,
JUJUY,Susques,Mina Providencia,38084050,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5,
JUJUY,Tilcara,Huacalera,38094020,- 0,- 0,- 0,5,56,- 0,- 0,- 0,61,
JUJUY,Tilcara,Juella,38094030,- 0,- 0,- 0,- 0,16,- 0,- 0,- 0,16,
JUJUY,Tilcara,Maimará,38094040,- 0,- 0,- 0,5,430,2,- 0,76,513,
JUJUY,Tilcara,Tilcara,38094050,- 0,- 0,- 0,5,70,2,- 0,375,452,
JUJUY,Tumbaya,Bárcena,38098010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,111,111,
JUJUY,Tumbaya,Purmamarca,38098030,77,- 0,- 0,- 0,- 0,- 0,- 0,1,78,
JUJUY,Tumbaya,Volcán,38098050,1,- 0,- 0,- 0,5,- 0,- 0,93,99,
JUJUY,Tumbaya,El Moreno,38098020,- 0,- 0,- 0,- 0,1,- 0,- 0,- 0,1,
JUJUY,Tumbaya,Tumbaya,38098040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,342,342,
JUJUY,Valle Grande,Santa Ana,38105040,- 0,- 0,- 0,- 0,- 0,2,- 0,- 0,2,
JUJUY,Yavi,Barrios,38112010,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5,
JUJUY,Yavi,Cangrejillos,38112020,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5,
JUJUY,Yavi,La Intermedia,38112040,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5,
JUJUY,Yavi,La Quiaca,38112050,660,- 0,- 0,75,5,1,- 0,1,742,
JUJUY,Yavi,Pumahuasi,38112070,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5,
JUJUY,Yavi,Yavi Chico,38112090,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5,
JUJUY,Yavi,Yavi,38112080,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
LA PAMPA,Atreucó,Doblas,42007010,- 0,333,- 0,40,- 0,1,- 0,41,415,
LA PAMPA,Atreucó,Macachín,42007020,- 0,- 0,- 0,301,- 0,1,- 0,1.004,1.306,
LA PAMPA,Atreucó,Miguel Riglos,42007030,- 0,- 0,- 0,3,- 0,1,- 0,110,114,
LA PAMPA,Atreucó,Rolón,42007040,- 0,- 0,- 0,- 0,- 0,1,- 0,69,70,
LA PAMPA,Atreucó,Tomas M. Anchorena,42007050,- 0,- 0,1,- 0,- 0,1,- 0,- 0,2,
LA PAMPA,Caleu Caleu,La Adela,42014020,- 0,261,- 0,- 0,- 0,3,- 0,335,599,
LA PAMPA,Capital,Anguil,42021010,- 0,138,- 0,2,99,1,- 0,334,574,
LA PAMPA,Capital,Santa Rosa,42021020,1.760,46.188,66,1.335,66,3,- 0,271,49.689,
LA PAMPA,Catriló,Catriló,42028010,- 0,509,1,666,327,1,- 0,- 0,1.504,
LA PAMPA,Catriló,La Gloria,42028020,- 0,- 0,- 0,- 0,24,- 0,- 0,- 0,24,
LA PAMPA,Catriló,Lonquimay,42028030,- 0,278,- 0,1,71,1,- 0,- 0,351,
LA PAMPA,Catriló,Uriburu,42028040,- 0,90,- 0,1,94,2,- 0,149,336,
LA PAMPA,Chalileo,Santa Isabel,42049010,- 0,- 0,2,- 0,- 0,1,- 0,862,865,
LA PAMPA,Chapaleufú,Bernardo Larroude,42056010,- 0,- 0,1,57,- 0,1,- 0,530,589,
LA PAMPA,Chapaleufú,Ceballos,42056020,- 0,- 0,- 0,1,- 0,1,- 0,73,75,
LA PAMPA,Chapaleufú,Coronel Hilario Lagos (Est. Aguas Buenas),42056030,- 0,- 0,- 0,- 0,- 0,1,- 0,233,234,
LA PAMPA,Chapaleufú,Intendente Alvear,42056040,83,613,1,209,1,2,- 0,556,1.465,
LA PAMPA,Chapaleufú,Sarah,42056050,- 0,- 0,- 0,- 0,- 0,2,- 0,16,18,
LA PAMPA,Chapaleufú,Vértiz,42056060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,107,107,
LA PAMPA,Chical Co,La Humada,42063020,- 0,- 0,- 0,- 0,- 0,1,- 0,152,153,
LA PAMPA,Conhelo,Conhelo,42035010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,46,46,
LA PAMPA,Conhelo,Eduardo Castex,42035020,1.693,1.341,- 0,7,- 0,1,- 0,- 0,3.042,
LA PAMPA,Conhelo,Mauricio Mayer,42035030,- 0,- 0,- 0,- 0,- 0,1,- 0,30,31,
LA PAMPA,Conhelo,Monte Nievas,42035040,- 0,- 0,- 0,- 0,- 0,1,- 0,45,46,
LA PAMPA,Conhelo,Rucanelo,42035050,- 0,- 0,- 0,1,- 0,- 0,- 0,26,27,
LA PAMPA,Conhelo,Winifreda,42035060,- 0,192,2,693,2,- 0,- 0,195,1.084,
LA PAMPA,Curacó,Gobernador Duval,42042010,- 0,- 0,- 0,- 0,- 0,1,- 0,83,84,
LA PAMPA,Curacó,Puelches,42042020,- 0,- 0,- 0,- 0,- 0,1,- 0,68,69,
LA PAMPA,Guatraché,Alpachiri,42070010,- 0,- 0,- 0,2,- 0,1,- 0,- 0,3,
LA PAMPA,Guatraché,General Manuel J. Campos,42070020,- 0,- 0,- 0,2,- 0,1,- 0,- 0,3,
LA PAMPA,Guatraché,Guatraché,42070030,- 0,239,- 0,2,- 0,1,- 0,278,520,
LA PAMPA,Guatraché,Santa Teresa,42070050,- 0,- 0,- 0,2,- 0,- 0,- 0,- 0,2,
LA PAMPA,Guatraché,Perú,42070040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,39,39,
LA PAMPA,Hucal,Abramo,42077010,- 0,- 0,- 0,1,- 0,1,- 0,64,66,
LA PAMPA,Hucal,Bernasconi,42077020,48,- 0,- 0,1,- 0,1,- 0,603,653,
LA PAMPA,Hucal,General San Martín (Est. Villa Alba),42077030,- 0,- 0,- 0,2,- 0,- 0,- 0,826,828,
LA PAMPA,Hucal,Jacinto Arauz,42077050,631,- 0,- 0,2,- 0,2,- 0,76,711,
LA PAMPA,Limay Mahuida,La Reforma,42091010,- 0,- 0,- 0,- 0,- 0,1,- 0,65,66,
LA PAMPA,Limay Mahuida,Limay Mahuida,42091020,- 0,- 0,- 0,- 0,- 0,1,- 0,16,17,
LA PAMPA,Loventué,Carro Quemado,42098010,- 0,- 0,- 0,1,- 0,1,- 0,50,52,
LA PAMPA,Loventué,Luan Toro,42098030,- 0,- 0,- 0,- 0,- 0,1,- 0,67,68,
LA PAMPA,Loventué,Telén,42098040,- 0,- 0,- 0,1,- 0,1,- 0,198,200,
LA PAMPA,Loventué,Victorica,42098050,- 0,- 0,- 0,2,- 0,1,- 0,482,485,
LA PAMPA,Loventué,Loventué,42098020,- 0,- 0,- 0,1,- 0,- 0,- 0,- 0,1,
LA PAMPA,Maracó,Agustoni,42105010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,29,29,
LA PAMPA,Maracó,Dorila,42105020,- 0,- 0,- 0,1,- 0,- 0,- 0,53,54,
LA PAMPA,Maracó,General Pico,42105030,2.535,1,91,14.237,91,1,- 0,3.015,19.971,
LA PAMPA,Maracó,Speluzzi,42105040,- 0,- 0,- 0,1,- 0,- 0,- 0,41,42,
LA PAMPA,OTROS,OTROS,Sin Datos,- 0,1,- 0,- 0,- 0,- 0,- 0,- 0,1,
LA PAMPA,Puelén,25 de Mayo,42112020,- 0,- 0,- 0,1.027,- 0,- 0,- 0,950,1.977,
LA PAMPA,Puelén,Puelén,42112010,- 0,- 0,1,- 0,- 0,2,- 0,131,134,
LA PAMPA,Puelén,Casa De Piedra,42112005,- 0,- 0,- 0,- 0,- 0,- 0,- 0,47,47,
LA PAMPA,Quemú Quemú,Colonia Barón,42119010,- 0,- 0,2,550,- 0,1,- 0,249,802,
LA PAMPA,Quemú Quemú,Miguel Cané,42119030,- 0,- 0,- 0,1,105,1,- 0,- 0,107,
LA PAMPA,Quemú Quemú,Quemú Quemú,42119040,- 0,- 0,1,2,113,1,- 0,143,260,
LA PAMPA,Quemú Quemú,Relmo,42119050,- 0,- 0,- 0,- 0,26,- 0,- 0,- 0,26,
LA PAMPA,Quemú Quemú,Villa Mirasol,42119060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,250,250,
LA PAMPA,Rancul,Caleufú,42126010,- 0,350,- 0,2,- 0,1,- 0,- 0,353,
LA PAMPA,Rancul,La Maruja,42126030,- 0,150,- 0,- 0,- 0,1,- 0,- 0,151,
LA PAMPA,Rancul,Parera,42126040,- 0,- 0,- 0,408,- 0,1,- 0,258,667,
LA PAMPA,Rancul,Quetrequén,42126060,- 0,- 0,- 0,1,- 0,1,- 0,142,144,
LA PAMPA,Rancul,Rancul,42126070,- 0,- 0,- 0,158,- 0,2,- 0,677,837,
LA PAMPA,Rancul,Pichi Huinca,42126050,- 0,- 0,- 0,1,- 0,- 0,- 0,- 0,1,
LA PAMPA,Realicó,Adolfo Van Praet,42133010,- 0,6,- 0,- 0,- 0,1,- 0,20,27,
LA PAMPA,Realicó,Alta Italia,42133020,- 0,- 0,- 0,- 0,- 0,1,- 0,567,568,
LA PAMPA,Realicó,Damián Maisonave (Est. Simson),42133030,- 0,- 0,- 0,2,- 0,- 0,- 0,100,102,
LA PAMPA,Realicó,Embajador Martini,42133040,15,- 0,- 0,7,- 0,1,- 0,531,554,
LA PAMPA,Realicó,Falucho,42133050,- 0,- 0,- 0,- 0,- 0,1,- 0,74,75,
LA PAMPA,Realicó,Ingeniero Luiggi,42133060,- 0,- 0,- 0,240,- 0,2,- 0,1.418,1.660,
LA PAMPA,Realicó,Ojeda,42133070,- 0,- 0,- 0,- 0,- 0,- 0,- 0,9,9,
LA PAMPA,Realicó,Realicó,42133080,171,- 0,1,1.527,- 0,1,- 0,1.398,3.098,
LA PAMPA,Toay,Toay,42140020,225,5.016,- 0,516,- 0,1,- 0,259,6.017,
LA PAMPA,Trenel,Arata,42147010,- 0,- 0,- 0,1,- 0,1,- 0,256,258,
LA PAMPA,Trenel,Metileo,42147020,- 0,- 0,- 0,- 0,- 0,1,- 0,60,61,
LA PAMPA,Trenel,Trenel,42147030,84,652,- 0,- 0,- 0,2,- 0,274,1.012,
LA PAMPA,Utracán,Ataliva Roca,42154010,- 0,- 0,- 0,2,- 0,1,- 0,289,292,
LA PAMPA,Utracán,Chacharramendi,42154020,- 0,- 0,- 0,- 0,- 0,2,- 0,85,87,
LA PAMPA,Utracán,Colonia Santa María,42154030,- 0,- 0,1,1,- 0,- 0,- 0,145,147,
LA PAMPA,Utracán,General Acha,42154040,551,2.915,- 0,970,- 0,2,- 0,333,4.771,
LA PAMPA,Utracán,Quehué,42154050,- 0,- 0,- 0,1,- 0,1,- 0,242,244,
LA PAMPA,Utracán,Unanué,42154060,- 0,- 0,- 0,1,- 0,- 0,- 0,56,57,
LA PAMPA,Lihuel Calel,Cuchillo Co,42084010,- 0,- 0,- 0,1,- 0,1,- 0,- 0,2,
LA RIOJA,Arauco,Aimogasta,46007010,107,2.031,- 0,4,- 0,1,- 0,87,2.230,
LA RIOJA,Arauco,Estación Mazán,46007040,- 0,- 0,- 0,- 0,- 0,1,- 0,14,15,
LA RIOJA,Arauco,Villa Mazán,46007050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,156,156,
LA RIOJA,Arauco,Machigasta,46007040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,3,3,
LA RIOJA,Capital,La Rioja,46014010,5.728,33.713,4,16.183,6,3,- 0,1.223,56.860,
LA RIOJA,Castro Barros,Anillaco,46021020,- 0,453,- 0,1,- 0,1,- 0,- 0,455,
LA RIOJA,Castro Barros,Los Molinos,46021050,- 0,49,- 0,- 0,- 0,- 0,- 0,4,53,
LA RIOJA,Castro Barros,San Pedro,46021070,- 0,28,- 0,- 0,- 0,- 0,- 0,45,73,
LA RIOJA,Castro Barros,Aminga,46021010,- 0,158,- 0,1,- 0,- 0,- 0,17,176,
LA RIOJA,Castro Barros,Anjullón,46021030,- 0,44,- 0,1,- 0,- 0,- 0,64,109,
LA RIOJA,Castro Barros,Chuquis,46021040,- 0,39,- 0,- 0,- 0,- 0,- 0,- 0,39,
LA RIOJA,Castro Barros,Pinchas,46021060,- 0,49,- 0,- 0,- 0,- 0,- 0,1,50,
LA RIOJA,Castro Barros,Santa Vera Cruz,46021080,- 0,- 0,- 0,- 0,- 0,- 0,- 0,5,5,
LA RIOJA,Chamical,Chamical,46035010,248,2.963,- 0,8,- 0,1,- 0,9,3.229,
LA RIOJA,Chilecito,Chilecito,46042010,1.474,4.495,- 0,2.952,- 0,- 0,- 0,96,9.017,
LA RIOJA,Chilecito,Colonia Vichigasta,46042050,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
LA RIOJA,Chilecito,Los Sarmientos,46042030,- 0,157,- 0,- 0,- 0,- 0,- 0,- 0,157,
LA RIOJA,Chilecito,Nonogasta,46042090,96,824,- 0,1,- 0,1,- 0,6,928,
LA RIOJA,Chilecito,San Miguel,46042030,- 0,60,- 0,- 0,- 0,- 0,- 0,5,65,
LA RIOJA,Chilecito,San Nicolás,46042100,- 0,- 0,- 0,- 0,- 0,- 0,- 0,7,7,
LA RIOJA,Chilecito,Vichigasta,46042140,52,- 0,- 0,1,- 0,1,- 0,103,157,
LA RIOJA,Chilecito,Colonia Anguinán,46042020,- 0,161,- 0,1,- 0,- 0,- 0,69,231,
LA RIOJA,Chilecito,Guanchín,46042060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,2,2,
LA RIOJA,Chilecito,Malligasta,46042070,- 0,- 0,- 0,- 0,- 0,- 0,- 0,185,185,
LA RIOJA,Chilecito,Santa Florentina,46042110,- 0,- 0,- 0,- 0,- 0,- 0,- 0,7,7,
LA RIOJA,Chilecito,Sañogasta,46042120,- 0,- 0,- 0,- 0,- 0,- 0,- 0,219,219,
LA RIOJA,Chilecito,Tilimuqui,46042130,- 0,- 0,- 0,- 0,- 0,- 0,- 0,13,13,
LA RIOJA,Chilecito,La Puntilla,46042030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1,1,
LA RIOJA,Coronel Felipe Varela,Guandacol,46028020,1,379,- 0,2,- 0,1,- 0,- 0,383,
LA RIOJA,Coronel Felipe Varela,Santa Clara,46028010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,41,41,
LA RIOJA,Coronel Felipe Varela,Villa Unión,46028050,- 0,1.122,- 0,3,- 0,1,- 0,258,1.384,
LA RIOJA,Coronel Felipe Varela,Aicuña,46028010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,47,47,
LA RIOJA,Coronel Felipe Varela,Los Palacios,46028030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,107,107,
LA RIOJA,Coronel Felipe Varela,Pagancillo,46028040,- 0,- 0,- 0,1,- 0,- 0,- 0,126,127,
LA RIOJA,Famatina,Famatina,46049070,1,202,- 0,2,- 0,- 0,- 0,5,210,
LA RIOJA,Famatina,Angulos,46049020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,6,6,
LA RIOJA,Famatina,Campanas,46049050,- 0,- 0,- 0,1,- 0,- 0,- 0,161,162,
LA RIOJA,Famatina,Chañarmuyo,46049060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,29,29,
LA RIOJA,Famatina,La Cuadra,46049080,- 0,- 0,- 0,- 0,- 0,- 0,- 0,22,22,
LA RIOJA,Famatina,Pituil,46049090,- 0,- 0,- 0,- 0,- 0,- 0,- 0,153,153,
LA RIOJA,Famatina,Santa Cruz,46049110,- 0,- 0,- 0,- 0,- 0,- 0,- 0,22,22,
LA RIOJA,General Angel V. Peñaloza,Tama,46056020,8,- 0,- 0,1,- 0,- 0,- 0,149,158,
LA RIOJA,General Angel V. Peñaloza,Punta de los Llanos,46056010,- 0,- 0,- 0,1,- 0,- 0,- 0,93,94,
LA RIOJA,General Belgrano,Chañar,46063020,9,- 0,- 0,1,- 0,- 0,- 0,90,100,
LA RIOJA,General Belgrano,Loma Blanca,46063030,- 0,- 0,- 0,- 0,- 0,2,- 0,- 0,2,
LA RIOJA,General Belgrano,Olta,46063040,- 0,1.069,- 0,1,- 0,1,- 0,6,1.077,
LA RIOJA,General Belgrano,Castro Barros,46063010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1,1,
LA RIOJA,General Ocampo,Santa Rita de Catuna,46084050,- 0,299,- 0,- 0,- 0,1,- 0,- 0,300,
LA RIOJA,General Ocampo,Ambil,46084010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,34,34,
LA RIOJA,General Ocampo,Milagro,46084030,- 0,813,- 0,1,- 0,- 0,- 0,- 0,814,
LA RIOJA,General San Martín,Ulapes,46091010,- 0,691,- 0,2,- 0,- 0,- 0,1,694,
LA RIOJA,Independencia,Amaná,46105010,1,- 0,- 0,- 0,- 0,- 0,- 0,1,2,
LA RIOJA,Independencia,OTROS,Sin Datos,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
LA RIOJA,Independencia,Patquía,46105020,30,- 0,- 0,1,- 0,- 0,- 0,279,310,
LA RIOJA,Rosario Vera Peñaloza,Chepes,46112010,4,2.312,- 0,3,1,1,- 0,373,2.694,
LA RIOJA,Rosario Vera Peñaloza,Desiderio Tello,46112020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,116,116,
LA RIOJA,Sanagasta,Villa Sanagasta,46126010,- 0,543,- 0,5,- 0,1,- 0,5,554,
LA RIOJA,San Blas de los Sauces,Los Robles,46119010,- 0,1,- 0,3,- 0,1,- 0,102,107,
LA RIOJA,San Blas de los Sauces,Alpasinche,46119010,- 0,- 0,- 0,2,- 0,- 0,- 0,49,51,
LA RIOJA,San Blas de los Sauces,Salicas - San Blas,46119010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,156,156,
LA RIOJA,San Blas de los Sauces,Andolucas,46119010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,16,16,
LA RIOJA,San Blas de los Sauces,Chaupihuasi,46119010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,16,16,
LA RIOJA,San Blas de los Sauces,Cuipan,46119010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,50,50,
LA RIOJA,San Blas de los Sauces,Las Talas,46119010,- 0,1,- 0,- 0,- 0,- 0,- 0,42,43,
LA RIOJA,San Blas de los Sauces,San Blas,46119010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,48,48,
LA RIOJA,San Blas de los Sauces,Shaqui,46119010,- 0,- 0,- 0,1,- 0,- 0,- 0,73,74,
LA RIOJA,San Blas de los Sauces,Suriyaco,46119010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,2,2,
