Provincia,Partido,Localidad,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general,
BUENOS AIRES,General Arenales,La Angelita,6294060,26,- 0,- 0,- 0,2,- 0,- 0,67,95,
BUENOS AIRES,General Arenales,La Trinidad,6294070,- 0,15,- 0,- 0,- 0,- 0,- 0,95,110,
BUENOS AIRES,General Belgrano,General Belgrano,6301010,513,1.507,5,2,- 0,1,- 0,894,2.922,
BUENOS AIRES,General Belgrano,Gorchs,6301020,- 0,- 0,- 0,- 0,- 0,1,- 0,27,28,
BUENOS AIRES,General Guido,General Guido,6308010,- 0,- 0,1,302,- 0,- 0,- 0,228,531,
BUENOS AIRES,General Guido,Labarden,6308020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,72,72,
BUENOS AIRES,General Juan Madariaga,General Juan Madariaga,6315010,461,486,8,4.033,- 0,1,- 0,- 0,4.989,
BUENOS AIRES,General La Madrid,General La Madrid,6322010,2.510,- 0,74,1.148,74,- 0,- 0,265,4.071,
BUENOS AIRES,General La Madrid,Las Martinetas,6322030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,16,16,
BUENOS AIRES,General Las Heras,General Las Heras  (Est. Las Heras),6329020,272,889,3,1.871,1,- 0,- 0,11,3.047,
BUENOS AIRES,General Las Heras,Lozano,6329020,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
BUENOS AIRES,General Las Heras,Villars,6329060,- 0,167,1,45,- 0,- 0,- 0,- 0,213,
BUENOS AIRES,General Lavalle,General Lavalle,6336020,- 0,358,- 0,4,- 0,1,- 0,69,432,
BUENOS AIRES,General Lavalle,OTROS,Sin Datos,- 0,- 0,- 0,1,- 0,- 0,- 0,- 0,1,
BUENOS AIRES,General Lavalle,Pavón,6336030,- 0,- 0,- 0,201,22,- 0,- 0,3,226,
BUENOS AIRES,General Lavalle,Chacras de San Clemente,6336020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1,1,
BUENOS AIRES,General Paz,Loma Verde,6343020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,184,184,
BUENOS AIRES,General Paz,Ranchos,6343030,1.243,- 0,11,553,11,- 0,- 0,1.313,3.131,
BUENOS AIRES,General Paz,Villanueva  (Ap. Río Salado),6343040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,143,143,
BUENOS AIRES,General Pinto,Colonia San Ricardo  (Est. Iriarte),6351010,141,- 0,- 0,- 0,- 0,- 0,- 0,112,253,
BUENOS AIRES,General Pinto,General Pinto,6351020,- 0,- 0,3,- 0,- 0,1,- 0,- 0,4,
BUENOS AIRES,General Pinto,Germania  (Est. Mayor José Orellano),6351030,1.112,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1.112,
BUENOS AIRES,General Pinto,Villa Francia  (Est. Coronel Granada),6351040,- 0,- 0,- 0,332,- 0,2,- 0,- 0,334,
BUENOS AIRES,General Pueyrredón,Barrio Colinas Verdes,6351020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,46,46,
BUENOS AIRES,General Pueyrredón,Barrio El Boquerón,6357020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,74,74,
BUENOS AIRES,General Pueyrredón,Barrio El Casal,6357110,- 0,- 0,- 0,- 0,- 0,- 0,- 0,72,72,
BUENOS AIRES,General Pueyrredón,Barrio El Coyunco,6357110,- 0,- 0,- 0,25,1,- 0,- 0,73,99,
BUENOS AIRES,General Pueyrredón,Barrio La Gloria,6357050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,324,324,
BUENOS AIRES,General Pueyrredón,Barrio Santa Paula,6357060,- 0,- 0,- 0,127,- 0,1,- 0,102,230,
BUENOS AIRES,General Pueyrredón,Batán,6357070,1.266,- 0,- 0,1.110,7,1,- 0,634,3.018,
BUENOS AIRES,General Pueyrredón,Chapadmalal,6357080,83,- 0,- 0,1.664,- 0,1,- 0,353,2.101,
BUENOS AIRES,General Pueyrredón,Estación Chapadmalal,6357100,249,- 0,- 0,19,- 0,1,- 0,208,477,
BUENOS AIRES,General Pueyrredón,Mar del Plata,6357110,15.289,123.825,533,96.400,567,7,- 0,1.117,237.738,
BUENOS AIRES,General Pueyrredón,OTROS,Sin Datos,- 0,- 0,- 0,151,- 0,- 0,- 0,- 0,151,
BUENOS AIRES,General Pueyrredón,Sierra de los Padres,6357120,468,- 0,- 0,210,1,- 0,- 0,256,935,
BUENOS AIRES,General Pueyrredón,Camet,6357090,1.226,- 0,- 0,377,- 0,- 0,- 0,254,1.857,
BUENOS AIRES,General Pueyrredón,El Marquesado,6357090,- 0,- 0,- 0,- 0,- 0,- 0,- 0,8,8,
BUENOS AIRES,General Rodríguez,General Rodríguez,6364030,1.293,10.294,21,3.248,4,1,- 0,504,15.365,
BUENOS AIRES,General Rodríguez,Barrio Ruta 24 Kilómetro 10,6364030,- 0,- 0,- 0,2,- 0,- 0,- 0,- 0,2,
BUENOS AIRES,General San Martín,Barrio Parque General San Martin,6371010,- 0,- 0,3,2.482,- 0,- 0,- 0,2,2.487,
BUENOS AIRES,General San Martín,Billinghurst,6371010,21,707,- 0,3.143,- 0,- 0,- 0,- 0,3.871,
BUENOS AIRES,General San Martín,Ciudad Del Libertador General San Martin,6371010,5.054,24.997,5,5.198,88,4,- 0,4,35.350,
BUENOS AIRES,General San Martín,OTROS,Sin Datos,11,- 0,- 0,- 0,- 0,- 0,- 0,- 0,11,
BUENOS AIRES,General San Martín,Va Ma Irene De Los Remedios De Escalada,6371010,- 0,90,- 0,- 0,- 0,- 0,- 0,- 0,90,
BUENOS AIRES,General San Martín,Villa Ayacucho,6371010,- 0,174,- 0,424,- 0,- 0,- 0,- 0,598,
BUENOS AIRES,General San Martín,Villa Ballester,6371010,2.725,22.771,1,6.953,32,- 0,- 0,347,32.829,
BUENOS AIRES,General San Martín,Villa Bernardo Monteagudo,6371010,- 0,570,- 0,870,- 0,- 0,- 0,- 0,1.440,
BUENOS AIRES,General San Martín,Villa Chacabuco,6371010,- 0,681,- 0,16,- 0,- 0,- 0,- 0,697,
BUENOS AIRES,General San Martín,Villa Coronel Jose M. Zapiola,6371010,- 0,1.393,- 0,1.718,- 0,- 0,- 0,- 0,3.111,
BUENOS AIRES,General San Martín,Villa General Antonio J.  De Sucre,6371010,- 0,549,- 0,634,- 0,- 0,- 0,- 0,1.183,
BUENOS AIRES,General San Martín,Villa General Eugenio Necochea,6371010,- 0,2.886,- 0,2.100,- 0,- 0,- 0,- 0,4.986,
BUENOS AIRES,General San Martín,Villa General Jose Tomas Guido,6371010,- 0,1.451,- 0,1.808,- 0,- 0,- 0,- 0,3.259,
BUENOS AIRES,General San Martín,Villa General Juan G. Las Heras,6371010,- 0,630,- 0,887,- 0,- 0,- 0,- 0,1.517,
BUENOS AIRES,General San Martín,Villa Godoy Cruz,6371010,- 0,732,- 0,1.004,- 0,- 0,- 0,- 0,1.736,
BUENOS AIRES,General San Martín,Villa Granaderos De San Martín,6371010,- 0,800,- 0,2.278,- 0,- 0,- 0,382,3.460,
BUENOS AIRES,General San Martín,Villa Gregoria Matorras,6371010,- 0,1.092,- 0,1.770,- 0,- 0,- 0,- 0,2.862,
BUENOS AIRES,General San Martín,Villa José León Suarez,6371010,2.264,3.682,- 0,612,16,- 0,- 0,1.333,7.907,
BUENOS AIRES,General San Martín,Villa Juan Martín De Pueyrredon,6371010,- 0,1.228,- 0,2.229,- 0,- 0,- 0,- 0,3.457,
BUENOS AIRES,General San Martín,Villa Libertad,6371010,- 0,1.244,- 0,2.102,- 0,- 0,- 0,- 0,3.346,
BUENOS AIRES,General San Martín,Villa Lynch,6371010,319,2.141,2,14,2,- 0,- 0,- 0,2.478,
BUENOS AIRES,General San Martín,Villa Maipu,6371010,167,1.585,- 0,2.579,- 0,- 0,- 0,545,4.876,
BUENOS AIRES,General San Martín,Villa Marqués Alejandro  María De Aguado,6371010,- 0,614,- 0,1.050,- 0,- 0,- 0,- 0,1.664,
BUENOS AIRES,General San Martín,Villa Parque Pres Figueroa Alcorta,6371010,- 0,202,- 0,304,- 0,- 0,- 0,- 0,506,
BUENOS AIRES,General San Martín,Villa Parque San Lorenzo,6371010,- 0,155,- 0,334,32,- 0,- 0,- 0,521,
BUENOS AIRES,General San Martín,Villa San Andrés,6371010,1.271,5.868,- 0,1.012,20,- 0,- 0,586,8.757,
BUENOS AIRES,General San Martín,Villa Yapeyú,6371010,- 0,306,- 0,420,- 0,- 0,- 0,- 0,726,
BUENOS AIRES,General San Martín,Ciudad Jardin El Libertador,6371010,- 0,12,- 0,- 0,- 0,- 0,- 0,- 0,12,
BUENOS AIRES,General Viamonte,Baigorrita,6385010,562,- 0,- 0,- 0,- 0,- 0,- 0,61,623,
BUENOS AIRES,General Viamonte,Los Toldos,6385030,262,- 0,1,4.159,- 0,- 0,- 0,57,4.479,
BUENOS AIRES,General Viamonte,Zavalía,6385050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,27,27,
BUENOS AIRES,General Villegas,Banderaló,6392010,- 0,- 0,- 0,- 0,250,1,- 0,- 0,251,
BUENOS AIRES,General Villegas,Cañada Seca,6392020,- 0,- 0,- 0,- 0,200,- 0,- 0,- 0,200,
BUENOS AIRES,General Villegas,Coronel Charlone,6392030,317,- 0,- 0,60,- 0,1,- 0,- 0,378,
BUENOS AIRES,General Villegas,Emilio V. Bunge,6392040,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
BUENOS AIRES,General Villegas,General Villegas  (Est. Villegas),6392050,399,20,- 0,3.231,- 0,1,- 0,46,3.697,
BUENOS AIRES,General Villegas,Piedritas,6392080,368,- 0,- 0,189,- 0,1,- 0,58,616,
BUENOS AIRES,General Villegas,Santa Regina,6392100,- 0,75,- 0,- 0,- 0,- 0,- 0,- 0,75,
BUENOS AIRES,General Villegas,Pichincha,6392070,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
BUENOS AIRES,Guaminí,Casbas,6399020,- 0,- 0,1,- 0,- 0,- 0,- 0,125,126,
BUENOS AIRES,Guaminí,Guaminí,6399040,- 0,- 0,- 0,75,- 0,- 0,- 0,345,420,
BUENOS AIRES,Guaminí,Laguna Alsina  (Est. Bonifacio),6399050,198,- 0,- 0,- 0,- 0,- 0,- 0,247,445,
BUENOS AIRES,Guaminí,Arroyo Venado,6399010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,44,44,
BUENOS AIRES,Guaminí,Garré,6399030,- 0,- 0,- 0,277,- 0,- 0,- 0,- 0,277,
BUENOS AIRES,Hipólito Yrigoyen,Henderson,6406010,113,- 0,1,- 0,- 0,- 0,- 0,810,924,
BUENOS AIRES,Hurlingham,Hurlingham,6408010,548,15.058,57,15.915,65,- 0,- 0,296,31.939,
BUENOS AIRES,Hurlingham,Villa Santos Tesei,6408010,122,7.168,27,12.772,1,- 0,- 0,72,20.162,
BUENOS AIRES,Hurlingham,William C. Morris,6408010,- 0,9,- 0,18,- 0,- 0,- 0,351,378,
BUENOS AIRES,Ituzaingó,Ituzaingó Centro,6410010,419,26.502,122,22.278,122,3,- 0,199,49.645,
BUENOS AIRES,Ituzaingó,Ituzaingó Sur,6410010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,30,30,
BUENOS AIRES,Ituzaingó,OTROS,Sin Datos,2,- 0,- 0,2,- 0,- 0,- 0,- 0,4,
BUENOS AIRES,Ituzaingó,Villa Gobernador Udaondo,6410010,21,8.734,9,3.253,- 0,- 0,- 0,338,12.355,
BUENOS AIRES,José C. Paz,Del Viso,6412010,- 0,157,- 0,- 0,- 0,- 0,- 0,- 0,157,
BUENOS AIRES,José C. Paz,José C Paz,6412010,2.429,26.605,84,12.224,482,2,- 0,108,41.934,
BUENOS AIRES,José C. Paz,Tortuguitas,6412010,- 0,1.114,- 0,- 0,- 0,- 0,- 0,- 0,1.114,
BUENOS AIRES,Junín,Agustín Roca,6413010,- 0,- 0,- 0,89,- 0,- 0,- 0,215,304,
BUENOS AIRES,Junín,Agustina,6413020,- 0,- 0,- 0,8,- 0,- 0,- 0,- 0,8,
BUENOS AIRES,Junín,Balneario Laguna de Gómez,6413030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,8,8,
BUENOS AIRES,Junín,Fortín Tiburcio,6413040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,69,69,
BUENOS AIRES,Junín,Junín,6413050,3.361,18.145,87,2.828,89,1,- 0,8.310,32.821,
BUENOS AIRES,Junín,Laplacette,6413060,- 0,- 0,- 0,1,- 0,- 0,16,- 0,17,
BUENOS AIRES,Junín,Morse,6413070,- 0,61,- 0,254,- 0,- 0,- 0,110,425,
BUENOS AIRES,Junín,Saforcada,6413080,- 0,- 0,- 0,- 0,1,- 0,- 0,75,76,
BUENOS AIRES,La Costa,Las Toninas,6420010,444,1.076,2,61,401,- 0,- 0,26,2.010,
BUENOS AIRES,La Costa,Mar de Ajó - San Bernardo,6420020,1.749,4.326,33,8.970,891,- 0,- 0,1,15.970,
BUENOS AIRES,La Costa,San Clemente del Tuyú,6420030,1.731,3.140,5,358,- 0,- 0,- 0,40,5.274,
BUENOS AIRES,La Costa,Santa Teresita - Mar del Tuyú,6420040,3.651,7.654,16,191,18,- 0,- 0,201,11.731,
BUENOS AIRES,La Costa,Aguas Verdes,6420030,29,- 0,- 0,137,- 0,- 0,- 0,1,167,
BUENOS AIRES,La Costa,Lucila Del Mar,6420030,153,943,- 0,1.452,173,- 0,- 0,1,2.722,
BUENOS AIRES,La Matanza,20 De Junio,6427010,26,681,4,- 0,- 0,- 0,- 0,1,712,
BUENOS AIRES,La Matanza,Aldo Bonzi,6427010,3,3.157,- 0,- 0,1,- 0,- 0,1,3.162,
BUENOS AIRES,La Matanza,Ciudad Evita,6427010,351,9.882,27,3.181,31,- 0,- 0,99,13.571,
BUENOS AIRES,La Matanza,Gonzalez Catán,6427010,119,30.851,27,16.605,33,7,- 0,1.502,49.144,
BUENOS AIRES,La Matanza,Gregorio De Laferrere,6427010,88,26.278,15,19.675,29,- 0,- 0,1.451,47.536,
BUENOS AIRES,La Matanza,Isidro Casanova,6427010,191,21.222,34,27.017,61,- 0,- 0,253,48.778,
BUENOS AIRES,La Matanza,La Tablada,6427010,365,15.386,2,14,7,- 0,- 0,933,16.707,
BUENOS AIRES,La Matanza,Lomas Del Mirador,6427010,637,12.792,11,4,13,- 0,- 0,65,13.522,
BUENOS AIRES,La Matanza,Rafael Castillo,6427010,34,14.327,10,9.255,7,- 0,- 0,274,23.907,
BUENOS AIRES,La Matanza,Ramos Mejía,6427010,818,36.820,80,7.806,95,2,- 0,19,45.640,
BUENOS AIRES,La Matanza,San Justo,6427010,668,24.901,101,13.382,111,1,- 0,857,40.021,
BUENOS AIRES,La Matanza,Tapiales,6427010,696,3.619,27,7.702,14,1,- 0,1,12.060,
BUENOS AIRES,La Matanza,Villa  Eduardo Madero,6427010,194,16.211,50,11.900,76,- 0,- 0,168,28.599,
BUENOS AIRES,La Matanza,Villa Luzuriaga,6427010,170,17.063,1,31,1,- 0,- 0,114,17.380,
BUENOS AIRES,La Matanza,Virrey Del Pino,6427010,4.526,18.791,- 0,1.113,- 0,- 0,- 0,367,24.797,
BUENOS AIRES,La Plata,Abasto,6441030,376,590,- 0,3.176,- 0,- 0,- 0,5,4.147,
BUENOS AIRES,La Plata,Angel Etcheverry,6441030,- 0,662,- 0,- 0,- 0,- 0,- 0,5,667,
BUENOS AIRES,La Plata,Arturo Segui,6441030,- 0,185,- 0,- 0,- 0,- 0,- 0,- 0,185,
BUENOS AIRES,La Plata,Barrio El Peligro,6441030,466,- 0,- 0,- 0,- 0,- 0,- 0,- 0,466,
BUENOS AIRES,La Plata,City Bell,6441030,- 0,12.008,- 0,151,- 0,- 0,- 0,145,12.304,
BUENOS AIRES,La Plata,colonia la plata,6441030,63,- 0,- 0,- 0,- 0,- 0,- 0,- 0,63,
BUENOS AIRES,La Plata,Ignacio Correas,6441020,- 0,- 0,- 0,- 0,2,- 0,- 0,46,48,
BUENOS AIRES,La Plata,Joaquin Gorina,6441030,- 0,878,- 0,65,- 0,- 0,- 0,- 0,943,
BUENOS AIRES,La Plata,Jose Hernandez,6441030,- 0,31,- 0,- 0,- 0,- 0,- 0,- 0,31,
BUENOS AIRES,La Plata,Jose Melchor Romero,6441030,- 0,953,- 0,- 0,- 0,- 0,- 0,- 0,953,
BUENOS AIRES,La Plata,La Cumbre,6441030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,145,145,
BUENOS AIRES,La Plata,La Plata,6441030,11.829,129.906,537,39.457,805,9,- 0,3.239,185.782,
BUENOS AIRES,La Plata,Lisandro Olmos,6441030,- 0,2.471,- 0,- 0,- 0,- 0,- 0,- 0,2.471,
BUENOS AIRES,La Plata,Los Hornos,6441030,- 0,3.502,- 0,286,- 0,- 0,- 0,145,3.933,
BUENOS AIRES,La Plata,Manuel B Gonnet,6441030,- 0,12.063,- 0,98,- 0,- 0,- 0,- 0,12.161,
BUENOS AIRES,La Plata,OTROS,Sin Datos,- 0,22,- 0,9,- 0,- 0,- 0,- 0,31,
BUENOS AIRES,La Plata,Ringuelet,6441030,- 0,3.997,- 0,86,- 0,- 0,- 0,- 0,4.083,
BUENOS AIRES,La Plata,Tolosa,6441030,- 0,13.161,- 0,209,- 0,- 0,- 0,- 0,13.370,
BUENOS AIRES,La Plata,Villa Elisa,6441030,- 0,6.079,- 0,144,- 0,- 0,- 0,145,6.368,
BUENOS AIRES,La Plata,Villa Elvira,6441030,- 0,4.260,- 0,156,- 0,- 0,- 0,1.068,5.484,
BUENOS AIRES,La Plata,ruta del sol,6441030,292,- 0,- 0,- 0,- 0,- 0,- 0,- 0,292,
BUENOS AIRES,La Plata,El Retiro,6441030,- 0,- 0,- 0,1,- 0,- 0,- 0,- 0,1,
BUENOS AIRES,La Plata,Transradio,6441030,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
BUENOS AIRES,La Plata,Arana,6441030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,129,129,
BUENOS AIRES,La Plata,Villa Garibaldi,6441030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,904,904,
BUENOS AIRES,La Plata,Villa Parque Sicardi,6441030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1.094,1.094,
BUENOS AIRES,La Plata,Barrio El Carmen Oeste,6441030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,145,145,
BUENOS AIRES,La Plata,Barrio Gambier,6441030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,145,145,
BUENOS AIRES,La Plata,Villa Montoro,6441030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,145,145,
BUENOS AIRES,Lanús,Gerli,6434010,42,6.386,14,5.758,3,- 0,- 0,- 0,12.203,
BUENOS AIRES,Lanús,Lanús Este,6434010,551,27.130,83,26.263,82,1,- 0,115,54.225,
BUENOS AIRES,Lanús,Lanús Oeste,6434010,- 0,12.420,1,13.117,- 0,- 0,- 0,364,25.902,
BUENOS AIRES,Lanús,Monte Chingolo,6434010,73,10.705,47,16.030,71,- 0,- 0,- 0,26.926,
BUENOS AIRES,Lanús,Remedios Escalada De San Martin,6434010,65,14.528,19,5.127,19,- 0,- 0,344,20.102,
BUENOS AIRES,Lanús,Valentín Alsina,6434010,192,7.332,79,11.842,91,- 0,- 0,3,19.539,
BUENOS AIRES,Laprida,Laprida,6448010,- 0,22,- 0,2.741,- 0,- 0,- 0,- 0,2.763,
BUENOS AIRES,Laprida,Pueblo Nuevo,6448020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,8,8,
BUENOS AIRES,Laprida,Pueblo San Jorge,6448030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,117,117,
BUENOS AIRES,Las Flores,Las Flores,6455030,2.063,- 0,- 0,2.286,- 0,- 0,- 0,809,5.158,
BUENOS AIRES,Las Flores,Coronel Boerr,6455010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,3,3,
BUENOS AIRES,Las Flores,El Trigo,6455020,- 0,- 0,- 0,1,- 0,1,- 0,3,5,
BUENOS AIRES,Las Flores,Pardo,6455040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,4,4,
BUENOS AIRES,Leandro N. Alem,Alberdi Viejo,6462010,2,- 0,- 0,- 0,2,- 0,- 0,2,6,
BUENOS AIRES,Leandro N. Alem,El Dorado,6462020,- 0,- 0,- 0,11,- 0,1,- 0,136,148,
BUENOS AIRES,Leandro N. Alem,Fortín Acha,6462030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,39,39,
BUENOS AIRES,Leandro N. Alem,Juan Bautista Alberdi  (Est. Alberdi),6462040,252,457,- 0,396,- 0,- 0,- 0,8,1.113,
BUENOS AIRES,Leandro N. Alem,Leandro N. Alem,6462050,- 0,201,- 0,- 0,- 0,- 0,- 0,55,256,
BUENOS AIRES,Leandro N. Alem,Vedia,6462060,941,- 0,- 0,533,45,1,- 0,1.201,2.721,
BUENOS AIRES,Lincoln,Bayauca,6469020,- 0,- 0,- 0,- 0,1,- 0,- 0,25,26,
BUENOS AIRES,Lincoln,Coronel Martínez de Hoz  (Ap. Kilómetro 322),6469050,249,- 0,- 0,- 0,- 0,- 0,- 0,- 0,249,
BUENOS AIRES,Lincoln,El Triunfo,6469060,- 0,- 0,1,10,- 0,- 0,- 0,- 0,11,
BUENOS AIRES,Lincoln,Las Toscas,6469070,330,- 0,- 0,- 0,- 0,- 0,- 0,- 0,330,
BUENOS AIRES,Lincoln,Lincoln,6469080,813,8.524,39,11,1,- 0,- 0,- 0,9.388,
BUENOS AIRES,Lincoln,Pasteur,6469090,- 0,- 0,- 0,- 0,- 0,2,- 0,468,470,
BUENOS AIRES,Lincoln,Roberts,6469100,- 0,- 0,1,699,- 0,- 0,- 0,- 0,700,
BUENOS AIRES,Lincoln,Arenaza,6469010,- 0,- 0,- 0,293,- 0,- 0,- 0,- 0,293,
BUENOS AIRES,Lincoln,Carlos Salas,6469040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,123,123,
BUENOS AIRES,Lobería,Lobería,6476030,753,- 0,7,902,15,- 0,- 0,716,2.393,
BUENOS AIRES,Lobería,San Manuel,6476050,31,- 0,- 0,270,- 0,1,- 0,144,446,
BUENOS AIRES,Lobería,Arenas Verdes,6476010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,11,11,
BUENOS AIRES,Lobería,Licenciado Matienzo,6476020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1,1,
BUENOS AIRES,Lobería,Pieres,6476040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,7,7,
BUENOS AIRES,Lobería,Tamangueyú,6476060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,28,28,
BUENOS AIRES,Lobos,Antonio Carboni,6483010,4,- 0,1,175,156,- 0,- 0,- 0,336,
BUENOS AIRES,Lobos,Elvira,6483020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,92,92,
BUENOS AIRES,Lobos,Lobos,6483040,730,788,10,6.115,- 0,- 0,- 0,- 0,7.643,
BUENOS AIRES,Lobos,Salvador María,6483050,87,- 0,- 0,446,- 0,- 0,- 0,214,747,
BUENOS AIRES,Lomas De Zamora,Banfield,6490010,302,55.193,80,9.720,180,1,- 0,- 0,65.476,
BUENOS AIRES,Lomas De Zamora,Llavallol,6490010,136,7.016,34,7.042,36,- 0,- 0,1,14.265,
BUENOS AIRES,Lomas De Zamora,Lomas De Zamora,6490010,550,34.773,112,11.561,300,2,- 0,2.332,49.630,
BUENOS AIRES,Lomas De Zamora,Temperley,6490010,39,25.148,19,9.104,50,2,- 0,- 0,34.362,
BUENOS AIRES,Lomas De Zamora,Turdera,6490010,38,2.355,21,6.294,1,- 0,- 0,- 0,8.709,
BUENOS AIRES,Lomas De Zamora,Villa Centenario,6490010,- 0,43,- 0,174,- 0,- 0,- 0,300,517,
BUENOS AIRES,Lomas De Zamora,Villa Fiorito,6490010,- 0,158,- 0,264,- 0,- 0,- 0,666,1.088,
BUENOS AIRES,Luján,Barrio Las Casuarinas,6497060,24,- 0,- 0,102,- 0,- 0,- 0,25,151,
BUENOS AIRES,Luján,Carlos Keen,6497020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,20,20,
BUENOS AIRES,Luján,Cortines,6497060,83,- 0,- 0,357,- 0,- 0,- 0,41,481,
BUENOS AIRES,Luján,José María Jáuregui (Est. Jáuregui),6497060,487,978,- 0,2.094,- 0,- 0,- 0,20,3.579,
BUENOS AIRES,Luján,Lezica y Torrezuri,6497060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,38,38,
BUENOS AIRES,Luján,Luján,6497060,2.440,12.781,37,8.674,37,1,- 0,2.755,26.725,
BUENOS AIRES,Luján,Olivera,6497070,- 0,- 0,- 0,5,- 0,- 0,- 0,42,47,
BUENOS AIRES,Luján,Open Door  (Est. Dr. Domingo Cabred),6497060,306,- 0,4,- 0,- 0,- 0,- 0,49,359,
BUENOS AIRES,Luján,OTROS,Sin Datos,- 0,- 0,- 0,- 0,- 0,- 0,- 0,42,42,
BUENOS AIRES,Luján,Torres,6497090,148,- 0,- 0,- 0,- 0,- 0,- 0,21,169,
BUENOS AIRES,Magdalena,General Mansilla  (Est. Bartolomé Bavio),6505020,- 0,544,- 0,409,- 0,- 0,- 0,- 0,953,
BUENOS AIRES,Magdalena,Magdalena,6505040,708,2.980,1,- 0,- 0,- 0,437,3,4.129,
BUENOS AIRES,Magdalena,Vieytes,6505060,- 0,- 0,- 0,29,- 0,- 0,- 0,84,113,
BUENOS AIRES,Magdalena,Atalaya,6505010,- 0,- 0,- 0,353,- 0,- 0,- 0,- 0,353,
BUENOS AIRES,Magdalena,Los Naranjos,6505030,- 0,- 0,- 0,46,- 0,- 0,- 0,- 0,46,
BUENOS AIRES,Magdalena,Roberto J. Payró,6505050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,32,32,
BUENOS AIRES,Maipú,Las Armas,6511010,92,- 0,- 0,- 0,- 0,- 0,- 0,54,146,
BUENOS AIRES,Maipú,Maipú,6511020,644,- 0,7,- 0,1.100,- 0,- 0,20,1.771,
BUENOS AIRES,Maipú,Santo Domingo,6511030,- 0,- 0,- 0,- 0,- 0,1,- 0,7,8,
BUENOS AIRES,Malvinas Argentinas,Area De Promocion El Triángulo,6515010,101,- 0,- 0,110,- 0,- 0,- 0,- 0,211,
BUENOS AIRES,Malvinas Argentinas,Grand Bourg,6515010,3.582,5.874,- 0,5.342,1,- 0,- 0,- 0,14.799,
BUENOS AIRES,Malvinas Argentinas,Ingeniero Adolfo Sourdeaux,6515010,616,2.925,- 0,1,1,- 0,- 0,110,3.653,
BUENOS AIRES,Malvinas Argentinas,Ingeniero Pablo Nogués,6515010,1.069,2.872,3,837,3,- 0,- 0,1,4.785,
BUENOS AIRES,Malvinas Argentinas,Los Polvorines,6515010,275,6.168,23,6.152,5,1,- 0,1,12.625,
BUENOS AIRES,Malvinas Argentinas,Malvinas Argentinas,6515010,- 0,67,- 0,1,- 0,- 0,- 0,14,82,
BUENOS AIRES,Malvinas Argentinas,Tortuguitas,6515010,1.620,2.666,1,46,4.170,- 0,- 0,- 0,8.503,
BUENOS AIRES,Malvinas Argentinas,Villa De Mayo,6515010,28,3.308,3,2.568,5,- 0,- 0,22,5.934,
BUENOS AIRES,Mar Chiquita,Coronel Vidal,6518010,3,1.508,- 0,242,- 0,- 0,- 0,165,1.918,
BUENOS AIRES,Mar Chiquita,General Pirán,6518020,- 0,- 0,1,712,- 0,- 0,- 0,75,788,
BUENOS AIRES,Mar Chiquita,La Armonía,6518030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,106,106,
